(base) kacper@macbook-pro-kacper-3 NYPD_project_final % python main.py /Users/kacper/Desktop/NYPD_project_final/data /Users/kacper/Desktop/NYPD_project_final/results
Analysis complete. Results have been saved in: /Users/kacper/Desktop/NYPD_project_final/results
         3961048 function calls (3956168 primitive calls) in 2.906 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 argparse.py:2015(consume_positionals)
        3    0.000    0.000    0.000    0.000 argparse.py:203(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:2167(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 argparse.py:2173(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:2177(<listcomp>)
        2    0.000    0.000    0.000    0.000 argparse.py:2183(_parse_optional)
        2    0.000    0.000    0.000    0.000 argparse.py:2286(_get_nargs_pattern)
        2    0.000    0.000    0.000    0.000 argparse.py:2419(_get_values)
        2    0.000    0.000    0.000    0.000 argparse.py:2475(_get_value)
        2    0.000    0.000    0.000    0.000 argparse.py:2501(_check_value)
        3    0.000    0.000    0.000    0.000 argparse.py:2541(_get_formatter)
        3    0.000    0.000    0.000    0.000 argparse.py:575(_metavar_formatter)
        3    0.000    0.000    0.000    0.000 argparse.py:584(format)
        3    0.000    0.000    0.000    0.000 argparse.py:591(_format_args)
        1    0.000    0.000    0.000    0.000 argparse.py:613(<listcomp>)
        3    0.000    0.000    0.000    0.000 argparse.py:820(__init__)
        2    0.000    0.000    0.000    0.000 argparse.py:906(__init__)
        2    0.000    0.000    0.000    0.000 argparse.py:935(__call__)
        1    0.000    0.000    0.000    0.000 author.py:11(AuthorList)
        1    0.000    0.000    0.000    0.000 author.py:4(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:142(DisplayUnitsLabel)
        1    0.000    0.000    0.000    0.000 axis.py:168(DisplayUnitsLabelList)
        1    0.000    0.000    0.000    0.000 axis.py:192(NumericAxis)
        1    0.000    0.000    0.000    0.000 axis.py:254(TextAxis)
        1    0.000    0.000    0.001    0.001 axis.py:3(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:307(DateAxis)
        1    0.000    0.000    0.000    0.000 axis.py:364(SeriesAxis)
        1    0.000    0.000    0.000    0.000 axis.py:40(ChartLines)
        1    0.000    0.000    0.000    0.000 axis.py:51(Scaling)
        1    0.000    0.000    0.000    0.000 axis.py:76(_BaseAxis)
        1    0.000    0.000    0.000    0.000 bar_chart.py:101(BarChart3D)
        1    0.000    0.000    0.000    0.000 bar_chart.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bar_chart.py:33(_BarChartBase)
        1    0.000    0.000    0.000    0.000 bar_chart.py:64(BarChart)
        1    0.000    0.000    0.000    0.000 base.py:1013(astype)
      488    0.001    0.000    0.003    0.000 base.py:102(__set__)
        9    0.000    0.000    0.000    0.000 base.py:1106(take)
        1    0.000    0.000    0.000    0.000 base.py:111(MinMax)
        9    0.000    0.000    0.000    0.000 base.py:1132(_maybe_disallow_fill)
        1    0.000    0.000    0.000    0.000 base.py:116(Set)
        1    0.000    0.000    0.000    0.000 base.py:118(_reset_cache)
      168    0.001    0.000    0.002    0.000 base.py:119(__init__)
      844    0.001    0.000    0.001    0.000 base.py:126(__set__)
        1    0.000    0.000    0.000    0.000 base.py:132(NoneSet)
      102    0.000    0.000    0.002    0.000 base.py:136(__init__)
      844    0.001    0.000    0.002    0.000 base.py:140(__set__)
        2    0.000    0.000    0.000    0.000 base.py:1451(_format_native_types)
        1    0.000    0.000    0.000    0.000 base.py:146(Integer)
        4    0.000    0.000    0.000    0.000 base.py:150(is_consolidated)
        1    0.000    0.000    0.000    0.000 base.py:151(Float)
       13    0.000    0.000    0.000    0.000 base.py:155(_freeze)
        1    0.000    0.000    0.000    0.000 base.py:156(Bool)
        1    0.000    0.000    0.000    0.000 base.py:16(Descriptor)
     1430    0.001    0.000    0.005    0.000 base.py:160(__set__)
      130    0.000    0.000    0.000    0.000 base.py:162(__setattr__)
       92    0.000    0.000    0.000    0.000 base.py:1658(name)
        1    0.000    0.000    0.000    0.000 base.py:167(String)
       15    0.000    0.000    0.000    0.000 base.py:1709(_get_names)
        1    0.000    0.000    0.000    0.000 base.py:172(Text)
        1    0.000    0.000    0.000    0.000 base.py:177(ASCII)
     2407    0.003    0.000    0.005    0.000 base.py:18(__init__)
        1    0.000    0.000    0.000    0.000 base.py:182(Tuple)
        1    0.000    0.000    0.000    0.000 base.py:187(Length)
        8    0.000    0.000    0.000    0.000 base.py:1906(nlevels)
        1    0.000    0.000    0.000    0.000 base.py:201(Default)
        1    0.000    0.000    0.000    0.000 base.py:216(Alias)
        4    0.000    0.000    0.001    0.000 base.py:2162(is_monotonic)
        4    0.001    0.000    0.001    0.000 base.py:2170(is_monotonic_increasing)
      171    0.000    0.000    0.000    0.000 base.py:223(__init__)
       13    0.001    0.000    0.002    0.000 base.py:2240(is_unique)
       10    0.000    0.000    0.000    0.000 base.py:226(__set__)
       32    0.000    0.000    0.000    0.000 base.py:2280(is_boolean)
    40622    0.013    0.000    0.018    0.000 base.py:229(__get__)
       31    0.000    0.000    0.000    0.000 base.py:229(disallow_kwargs)
    60106    0.017    0.000    0.017    0.000 base.py:23(__set__)
        1    0.000    0.000    0.000    0.000 base.py:233(MatchPattern)
       51    0.000    0.000    0.000    0.000 base.py:2352(is_floating)
       31    0.000    0.000    0.003    0.000 base.py:237(__init__)
        2    0.000    0.000    0.000    0.000 base.py:2440(is_object)
       94    0.000    0.000    0.000    0.000 base.py:245(__set__)
        1    0.000    0.000    0.000    0.000 base.py:258(DateTime)
       17    0.000    0.000    0.001    0.000 base.py:2604(inferred_type)
        6    0.000    0.000    0.000    0.000 base.py:2611(_is_all_dates)
       12    0.000    0.000    0.000    0.000 base.py:262(__set__)
       28    0.000    0.000    0.000    0.000 base.py:2632(_is_multi)
        7    0.000    0.000    0.000    0.000 base.py:2650(_na_value)
        1    0.000    0.000    0.000    0.000 base.py:2660(_isnan)
        1    0.000    0.000    0.000    0.000 base.py:2685(isna)
        1    0.000    0.000    0.000    0.000 base.py:27(Typed)
        8    0.000    0.000    0.000    0.000 base.py:2852(unique)
      140    0.000    0.000    0.001    0.000 base.py:286(is_dtype)
        4    0.000    0.000    0.000    0.000 base.py:3058(_validate_sort_keyword)
        2    0.000    0.000    0.004    0.002 base.py:32(_str_getitem)
       81    0.000    0.000    0.000    0.000 base.py:326(ndim)
        4    0.000    0.000    0.000    0.000 base.py:3266(_wrap_setop_result)
        4    0.000    0.000    0.002    0.000 base.py:3282(intersection)
        4    0.000    0.000    0.002    0.000 base.py:3358(_intersection)
        4    0.000    0.000    0.000    0.000 base.py:3377(_wrap_intersection_result)
        4    0.000    0.000    0.001    0.000 base.py:3381(_intersection_via_get_indexer)
     2066    0.004    0.000    0.010    0.000 base.py:34(__init__)
        4    0.000    0.000    0.000    0.000 base.py:3562(_assert_can_do_setop)
        4    0.000    0.000    0.000    0.000 base.py:3568(_convert_can_do_setop)
        4    0.000    0.000    0.000    0.000 base.py:358(size)
       51    0.000    0.000    0.001    0.000 base.py:3585(get_loc)
       12    0.000    0.000    0.003    0.000 base.py:3714(get_indexer)
       12    0.000    0.000    0.000    0.000 base.py:3794(_get_indexer)
    32012    0.030    0.000    0.045    0.000 base.py:38(__set__)
       12    0.000    0.000    0.000    0.000 base.py:3837(_check_indexing_method)
    47/31    0.001    0.000    0.006    0.000 base.py:397(__new__)
        1    0.000    0.000    0.004    0.004 base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 base.py:4013(_validate_positional_slice)
       26    0.000    0.000    0.000    0.000 base.py:45(__len__)
       70    0.000    0.000    0.000    0.000 base.py:465(find)
      265    0.000    0.000    0.000    0.000 base.py:4834(_values)
       26    0.000    0.000    0.000    0.000 base.py:4860(_get_engine_target)
    16159    0.005    0.000    0.007    0.000 base.py:49(_convert)
        1    0.000    0.000    0.000    0.000 base.py:4945(_validate_fill_value)
       98    0.000    0.000    0.000    0.000 base.py:4987(__contains__)
       77    0.000    0.000    0.000    0.000 base.py:5037(__getitem__)
        4    0.000    0.000    0.001    0.000 base.py:5106(append)
        4    0.000    0.000    0.000    0.000 base.py:5131(<setcomp>)
        4    0.000    0.000    0.001    0.000 base.py:5136(_concat)
        4    0.000    0.000    0.000    0.000 base.py:5140(<listcomp>)
       12    0.000    0.000    0.000    0.000 base.py:518(<genexpr>)
       40    0.000    0.000    0.001    0.000 base.py:5192(equals)
        4    0.000    0.000    0.000    0.000 base.py:5279(identical)
        8    0.000    0.000    0.000    0.000 base.py:5292(<genexpr>)
       58    0.000    0.000    0.001    0.000 base.py:53(shape)
       27    0.000    0.000    0.000    0.000 base.py:540(_ensure_array)
      174    0.000    0.000    0.000    0.000 base.py:55(<genexpr>)
       31    0.000    0.000    0.000    0.000 base.py:554(_dtype_to_subclass)
        3    0.000    0.000    0.000    0.000 base.py:57(_validate_set_axis)
        8    0.000    0.000    0.002    0.000 base.py:5758(get_indexer_for)
       20    0.000    0.000    0.000    0.000 base.py:5919(_index_as_unique)
       12    0.000    0.000    0.000    0.000 base.py:5931(_maybe_promote)
       16    0.000    0.000    0.001    0.000 base.py:6018(_should_compare)
       16    0.000    0.000    0.000    0.000 base.py:6036(_is_comparable_dtype)
        1    0.000    0.000    0.000    0.000 base.py:61(Convertible)
       51    0.000    0.000    0.000    0.000 base.py:6298(_maybe_cast_indexer)
       12    0.000    0.000    0.001    0.000 base.py:6307(_maybe_cast_listlike_indexer)
        3    0.000    0.000    0.000    0.000 base.py:6313(_validate_indexer)
    16254    0.018    0.000    0.046    0.000 base.py:64(__set__)
        4    0.000    0.000    0.000    0.000 base.py:6535(delete)
       83    0.000    0.000    0.000    0.000 base.py:654(_simple_new)
        1    0.000    0.000    0.000    0.000 base.py:6575(insert)
        4    0.000    0.000    0.002    0.001 base.py:6632(drop)
       24    0.000    0.000    0.007    0.000 base.py:672(_with_infer)
       10    0.000    0.000    0.000    0.000 base.py:692(_constructor)
       64    0.000    0.000    0.006    0.000 base.py:7004(ensure_index)
       82    0.000    0.000    0.000    0.000 base.py:7099(maybe_extract_name)
        1    0.000    0.000    0.000    0.000 base.py:71(Max)
       26    0.000    0.000    0.002    0.000 base.py:7123(_maybe_cast_data_without_dtype)
       16    0.000    0.000    0.000    0.000 base.py:7185(unpack_nested_dtype)
        4    0.000    0.000    0.000    0.000 base.py:7208(_maybe_try_sort)
        4    0.000    0.000    0.000    0.000 base.py:744(__iter__)
        4    0.000    0.000    0.000    0.000 base.py:768(_shallow_copy)
       54    0.000    0.000    0.000    0.000 base.py:77(__init__)
       34    0.000    0.000    0.000    0.000 base.py:785(_view)
       40    0.000    0.000    0.000    0.000 base.py:803(is_)
      408    0.001    0.000    0.002    0.000 base.py:82(__set__)
      107    0.000    0.000    0.000    0.000 base.py:834(_reset_identity)
       14    0.001    0.000    0.001    0.000 base.py:845(_engine)
      175    0.000    0.000    0.000    0.000 base.py:884(__len__)
        1    0.000    0.000    0.002    0.002 base.py:884(value_counts)
        2    0.000    0.000    0.000    0.000 base.py:890(__array__)
        1    0.000    0.000    0.000    0.000 base.py:91(Min)
       40    0.000    0.000    0.000    0.000 base.py:945(dtype)
       55    0.000    0.000    0.001    0.000 base.py:97(__init__)
       42    0.000    0.000    0.000    0.000 base.py:982(view)
        4    0.000    0.000    0.000    0.000 base_parser.py:1062(_make_date_converter)
        4    0.000    0.000    0.000    0.000 base_parser.py:1154(_process_date_conversion)
       39    0.000    0.000    0.000    0.000 base_parser.py:1254(_get_na_values)
        9    0.000    0.000    0.000    0.000 base_parser.py:1289(_is_potential_multi_index)
       18    0.000    0.000    0.000    0.000 base_parser.py:1314(<genexpr>)
        4    0.000    0.000    0.000    0.000 base_parser.py:1318(_validate_parse_dates_arg)
       12    0.000    0.000    0.000    0.000 base_parser.py:1340(is_index_col)
        4    0.000    0.000    0.000    0.000 base_parser.py:176(_validate_parse_dates_presence)
        4    0.000    0.000    0.000    0.000 base_parser.py:220(<setcomp>)
        4    0.000    0.000    0.000    0.000 base_parser.py:232(<listcomp>)
        4    0.000    0.000    0.000    0.000 base_parser.py:240(_has_complex_date_col)
        4    0.000    0.000    0.000    0.000 base_parser.py:269(_extract_multi_indexer_columns)
        4    0.000    0.000    0.000    0.000 base_parser.py:340(_maybe_dedup_names)
        5    0.000    0.000    0.000    0.000 base_parser.py:371(_maybe_make_multi_index_columns)
        4    0.000    0.000    0.000    0.000 base_parser.py:383(_make_index)
        6    0.000    0.000    0.000    0.000 base_parser.py:462(_clean_mapping)
        3    0.000    0.000    0.024    0.008 base_parser.py:517(_convert_to_ndarrays)
        1    0.000    0.000    0.000    0.000 base_parser.py:610(_set_noconvert_dtype_columns)
       39    0.000    0.000    0.023    0.001 base_parser.py:679(_infer_types)
        4    0.000    0.000    0.000    0.000 base_parser.py:812(_do_date_conversions)
        4    0.000    0.000    0.000    0.000 base_parser.py:83(__init__)
        4    0.000    0.000    0.000    0.000 base_parser.py:832(_check_data_length)
        4    0.000    0.000    0.000    0.000 base_parser.py:920(_validate_usecols_arg)
        3    0.000    0.000    0.000    0.000 base_parser.py:969(_clean_index_names)
        1    0.000    0.000    0.000    0.000 biffh.py:16(XLRDError)
        1    0.000    0.000    0.000    0.000 biffh.py:22(BaseObject)
      630    0.001    0.000    0.001    0.000 biffh.py:239(upkbits)
      210    0.000    0.000    0.000    0.000 biffh.py:243(upkbitsL)
       21    0.000    0.000    0.000    0.000 biffh.py:262(unpack_unicode)
        2    0.000    0.000    0.000    0.000 biffh.py:301(unpack_unicode_update_pos)
        1    0.000    0.000    0.000    0.000 biffh.py:5(<module>)
       17    0.000    0.000    0.004    0.000 blocks.py:1116(take_nd)
       40    0.000    0.000    0.001    0.000 blocks.py:166(_consolidate_key)
       10    0.000    0.000    0.000    0.000 blocks.py:178(_can_hold_na)
      106    0.000    0.000    0.000    0.000 blocks.py:1962(maybe_coerce_values)
      112    0.000    0.000    0.000    0.000 blocks.py:1991(get_block_type)
       13    0.000    0.000    0.000    0.000 blocks.py:201(is_bool)
       47    0.000    0.000    0.001    0.000 blocks.py:2032(new_block_2d)
       46    0.001    0.000    0.001    0.000 blocks.py:2043(new_block)
       46    0.000    0.000    0.000    0.000 blocks.py:2057(check_ndim)
       18    0.000    0.000    0.000    0.000 blocks.py:209(external_values)
       90    0.000    0.000    0.000    0.000 blocks.py:2121(extend_blocks)
       13    0.000    0.000    0.001    0.000 blocks.py:213(array_values)
       15    0.000    0.000    0.000    0.000 blocks.py:2137(ensure_block_shape)
        2    0.000    0.000    0.000    0.000 blocks.py:2153(to_native_types)
        8    0.000    0.000    0.000    0.000 blocks.py:222(get_values)
       18    0.000    0.000    0.000    0.000 blocks.py:2241(external_values)
       21    0.000    0.000    0.000    0.000 blocks.py:238(fill_value)
      142    0.000    0.000    0.000    0.000 blocks.py:244(mgr_locs)
       10    0.000    0.000    0.000    0.000 blocks.py:248(mgr_locs)
       19    0.000    0.000    0.000    0.000 blocks.py:252(make_block)
       17    0.000    0.000    0.000    0.000 blocks.py:267(make_block_same_class)
       10    0.000    0.000    0.000    0.000 blocks.py:306(__len__)
       47    0.000    0.000    0.000    0.000 blocks.py:350(shape)
       97    0.000    0.000    0.000    0.000 blocks.py:354(dtype)
       40    0.000    0.000    0.000    0.000 blocks.py:358(iget)
       10    0.000    0.000    0.001    0.000 blocks.py:378(delete)
